,population numeric,householdsize numeric,racepctblack numeric,racePctWhite numeric,racePctAsian numeric,racePctHisp numeric,agePct12t21 numeric,agePct12t29 numeric,agePct16t24 numeric,agePct65up numeric,numbUrban numeric,pctUrban numeric,medIncome numeric,pctWWage numeric,pctWFarmSelf numeric,pctWInvInc numeric,pctWSocSec numeric,pctWPubAsst numeric,pctWRetire numeric,medFamInc numeric,perCapInc numeric,whitePerCap numeric,blackPerCap numeric,indianPerCap numeric,AsianPerCap numeric,HispPerCap numeric,NumUnderPov numeric,PctPopUnderPov numeric,PctLess9thGrade numeric,PctNotHSGrad numeric,PctBSorMore numeric,PctUnemployed numeric,PctEmploy numeric,PctEmplManu numeric,PctEmplProfServ numeric,PctOccupManu numeric,PctOccupMgmtProf numeric,MalePctDivorce numeric,MalePctNevMarr numeric,FemalePctDiv numeric,TotalPctDiv numeric,PersPerFam numeric,PctFam2Par numeric,PctKids2Par numeric,PctYoungKids2Par numeric,PctTeen2Par numeric,PctWorkMomYoungKids numeric,PctWorkMom numeric,NumIlleg numeric,PctIlleg numeric,NumImmig numeric,PctImmigRecent numeric,PctImmigRec5 numeric,PctImmigRec8 numeric,PctImmigRec10 numeric,PctRecentImmig numeric,PctRecImmig5 numeric,PctRecImmig8 numeric,PctRecImmig10 numeric,PctSpeakEnglOnly numeric,PctNotSpeakEnglWell numeric,PctLargHouseFam numeric,PctLargHouseOccup numeric,PersPerOccupHous numeric,PersPerOwnOccHous numeric,PersPerRentOccHous numeric,PctPersOwnOccup numeric,PctPersDenseHous numeric,PctHousLess3BR numeric,MedNumBR numeric,HousVacant numeric,PctHousOccup numeric,PctHousOwnOcc numeric,PctVacantBoarded numeric,PctVacMore6Mos numeric,MedYrHousBuilt numeric,PctHousNoPhone numeric,PctWOFullPlumb numeric,OwnOccLowQuart numeric,OwnOccMedVal numeric,OwnOccHiQuart numeric,RentLowQ numeric,RentMedian numeric,RentHighQ numeric,MedRent numeric,MedRentPctHousInc numeric,MedOwnCostPctInc numeric,MedOwnCostPctIncNoMtg numeric,NumInShelters numeric,NumStreet numeric,PctForeignBorn numeric,PctBornSameState numeric,PctSameHouse85 numeric,PctSameCity85 numeric,PctSameState85 numeric,LemasSwornFT numeric,LemasSwFTPerPop numeric,PctUsePubTrans numeric,PolicCars numeric,PolicOperBudg numeric,unrelated_column_one,unrelated_column_two
0,44178,2.641587753695226,8.01714834234943,99.7285700595184,1.1887890239910897,2.898335263038325,9.653029420282346,24.370170611818182,9.64690287885185,13.394198747998317,76337,98.71605530567481,30500,84.75415156636299,-0.14798610110650312,44.5905152238413,11.401493780166073,9.679385799497673,17.031568150332426,35810,8274,16342,7635,-3316,6163,7267,3511,29.23430191608486,12.042682071895713,8.19576263638633,19.486823169096507,11.982560345740712,58.32302952099234,11.172771461079746,21.990460191749722,6.916967035568152,28.381138443547712,7.465160014958165,23.395943271832834,11.351354556788934,8.926332606056253,2.9890487556605603,66.41761849630606,75.78362206650353,67.46466603192056,90.25496522100222,54.2214474825338,64.76255845504174,-425,4.867084236875407,13825,-0.923043560668142,15.94314325500838,54.926038946410145,36.36835617950713,2.5043289527569987,0.07662026211254278,0.2018951409726774,6.754874100725559,88.1682218594528,4.390276623848394,11.900820815733855,0.02662138891653454,2.8170754108092146,2.329987189029086,2.3623412435384195,70.17206460250318,3.7697268035050047,70.62919910829773,4,37163,94.23992951194064,66.37543574939092,0.7566911811519212,15.04089991207785,1965,0.7421773859610437,0.35119095595775107,51080,65353,63332,38856,258,490,770,108,307,20.667889143994053,19.864794874439752,12.888565507140548,-19,-5,25.847792056419955,58.687874859557894,17.82638557604355,84.76789074568045,93.43829528963195,22.97318703759054,5700.399411025392,4.5328504577025,1,1
1,9625,2.6995034652180405,3.7620491175004993,93.1295601571845,0.0803319366455113,2.278751630232254,6.67811018871918,12.346589672209445,10.760934920310044,14.789630295874158,-6708,105.37973748235513,35294,85.2232796460991,1.0280278611695508,9.714316837982363,21.35981236879864,2.984805331453958,7.746311286295466,98678,10113,19842,29011,17694,-443,37348,7857,28.702608251089387,4.395474200423244,3.7019737135019755,74.01738339252041,5.818408902117305,71.38541977083824,17.052609330824154,28.42266883295685,0.533023758371411,35.46721986664914,15.732362331765138,24.3839944154222,6.100441930582487,9.880678649946697,3.136023940496824,79.19129449802622,62.901011417619635,83.34480118118057,80.18412449004666,71.18710146009616,74.80258265561919,17145,4.758983353647894,-1842,-2.342903533591703,4.018130227457128,54.293680604742065,19.335186330183852,0.49482649981976123,2.8997073553072332,0.4479509891581488,1.8810525378450678,80.5800527141342,-0.017881954217044527,9.210220903124767,2.2785814955123005,2.437139466230878,2.2893091303376734,2.166255642304843,66.20084834478207,31.729314843097754,84.66695662556705,3,763,95.35601434384199,70.41117375946034,0.6632581138468713,23.190634714360115,1989,1.418259502118059,0.21100930566891893,86260,143799,62285,34896,129,595,289,157,408,35.80452603028667,17.153129077386883,12.714581913500131,33,6,1.5699929023767583,77.60991247023213,37.23236777512243,74.62679390405279,87.03512273421937,16.20893401878674,867.887470314815,0.9916259734612858,1,1
2,22398,2.8483184592877344,2.3218406391233897,102.33316112479977,-0.4854228480427054,12.573164221491373,10.04709172153189,15.849630419625495,10.903200565664386,16.15111100070316,12170,97.82517611409382,29851,89.39041879191312,0.5624264422535349,36.16438760932253,40.411633074586376,1.8604773189029915,35.375590519525474,26395,26648,16767,4568,3742,2647,26855,-1895,32.77820910153477,2.061614646672922,13.506204833521933,18.8533527720681,14.784150807997536,45.56473831565668,18.71869455198608,14.599608422657,12.208250821971518,27.852270742504114,11.51661668256701,28.199806773265887,12.317915721466047,6.7699045977440795,3.043869875035219,50.007502625788916,66.96825485058429,74.23126876033437,71.32137641848541,55.89568897140708,64.02527682049798,5534,2.2845526000172227,4480,1.7866710840037356,6.430036879112709,22.211350379236922,12.20879660417349,-0.105864432047902,0.029230305464511108,2.037347642652293,15.334680619867564,95.38523149544336,1.51934938457934,4.753463305148671,1.254762551419295,2.108393136767882,2.9977767505423945,1.813898341402175,76.05630896731735,4.069186093379454,54.332329198961226,3,1333,95.71558066682327,75.46840985166895,3.162708406790074,65.10896138847521,1963,-0.0365568743050666,0.3300911984432197,216276,199621,90556,25691,80,207,857,214,331,25.419790642516638,19.993113544274042,10.074794738224442,168,28,4.422481220967194,44.838896631371654,19.43032822451726,85.56573924373791,75.24462246380268,20.60901667606866,3418.8259012192366,-0.21537567993983903,0,1
3,-7233,2.331659141688262,-0.1824749669079515,76.89623643525721,-0.5587459288775634,1.9838046133867895,10.772887453759264,23.13835586903509,9.971432513677431,19.291865698350854,42392,99.57097066277315,17439,86.6719369349932,0.22233495833337075,24.361962292325757,28.147568226799965,2.5945538450915944,14.808742296545057,23354,8845,7641,12054,2026,1684,9781,-3243,21.599655253284975,5.401717367049582,29.00747167469841,28.918296550027588,4.175560340169414,68.05612664103995,11.866596990842645,10.015286339618504,4.067993045845409,21.641192302479965,7.911613759886914,36.8852117462925,13.340686396812638,3.2594889771855664,3.2491609166605224,86.48084713149524,76.08024982254588,64.10458204292658,77.8400279045078,84.29384878442205,76.15205630035649,21487,0.8007551693346551,-2746,14.24101318414508,8.668747940159449,44.61667649547777,44.99798446945664,2.215224433197582,-0.37986084830844374,-0.3753555379869342,0.9521875081676296,94.04302063611475,-0.2404326433308176,5.171647208705887,0.4412294702492048,2.767800167059538,2.273967734078137,1.6978424946146995,41.92060264495825,8.865173338782355,92.40042017370331,3,4959,91.20467926605828,84.1320858525014,1.2784550687554368,64.01224342319286,1980,9.492473513164057,0.7425394237379016,161653,68472,32502,36350,603,714,663,97,303,21.79766728833975,22.125181807517254,11.870985387469194,28,3,3.7456089289426515,33.35375284265234,43.680209546503995,88.93156942625667,78.25035283586743,182.1599700301224,587.6175705614824,2.3883388746696643,1,1
4,-3056,2.803797138664598,3.5479798947115277,96.41195906313617,6.547047594878155,7.055446477995824,19.76858850512795,23.42497568734617,9.954700856044395,10.409230101094243,35045,99.73187229049108,23964,89.5499347046595,0.5524562102112235,40.323559331766226,27.708267942313704,0.20400514215706878,14.747771027588573,32845,14624,18888,14495,7773,9657,21615,3972,12.629607930081228,3.273224230845459,10.11053624362426,29.200595255596305,3.153539948413306,58.56573546403614,24.823605496760504,28.218957332969353,21.3159095469459,33.10313589623887,13.274968814048663,20.808561924390588,13.469149292937491,2.0214777116199274,3.0542122763118633,64.30307423836443,64.2037942792488,61.53939597715545,85.25708074208403,59.39471045758259,80.87904160233485,548,8.916759236482111,-3358,-5.965708632016046,11.7401334159159,40.282388006602275,80.1572180327808,-0.21128580176788284,0.36220540896073355,0.23155062049393693,7.926610012656313,42.51512095647371,-0.5285321472732866,15.097796667027374,0.3960020559658646,2.5487464539433464,2.3593908363945877,2.270664258065742,81.91848267554708,6.196983484432199,63.363662296371146,3,43,88.2273449177179,76.20059537726068,5.661784975656989,53.58681159294292,1966,-0.6144428706104952,0.4042768500890971,95014,61968,79013,40988,271,255,429,101,269,22.588694558076586,18.558731805854002,11.039891642352467,-12,8,11.479903019724398,48.81119654327227,64.23595712604634,83.046628096557,88.46107887345902,25.416770814226396,2100.786157375625,0.05896531775826119,0,1
5,16202,3.0655894709556644,29.217585299010675,91.76043227655695,-0.33159004841563156,2.3896449679858853,11.042187735173108,28.485673359805016,9.329966331428462,10.986793374973129,449732,96.53184834762709,24962,94.43118776193948,0.9978274659042925,36.797953960346646,33.26700873523309,18.186055263137707,16.533364915008207,28858,17820,20035,14284,-5154,-1805,38962,174,7.385588280173641,2.169009718418656,11.503699880695795,49.94950008667828,16.224250129064338,57.44981051670352,7.713995204526578,21.303825937324163,4.184862697529175,10.190268854823012,12.559575536243464,7.334672145851826,14.90952891817422,9.933061876484901,2.7845687562880417,66.98986414044042,78.01248883514421,71.29601964121737,78.10747074233146,88.12466547042172,67.06664800521963,304,0.9240792362537471,5252,2.3296134260966213,34.47740928355293,11.692259412634325,92.87314566146296,-0.08909199863692549,0.11697082130481107,0.3060836933839223,2.0543970628086745,99.92485006047399,-0.35123695294127255,5.122246090317235,1.4515681515191194,2.2442695275416087,2.351264860057634,2.337457941132904,76.35387784025438,1.0057491223715556,64.5296576382859,2,1618,95.12147702563345,91.16330556000361,4.179788086269394,42.67994329736607,1984,6.189422794678453,0.16286311623341915,92913,102074,171226,34981,383,320,419,168,343,23.299045165959324,19.764360148815722,12.089752620633282,49,18,2.7279343738173956,83.99546545622977,50.50213156738002,84.74977848406228,36.61514098751947,5.890556784459484,988.3935701369899,1.0996024001683071,1,0
6,75672,2.1460825110770987,8.698196581203884,100.50747517997337,-0.024198568784475016,13.80209343831488,7.129349713520281,21.29379629056024,7.596009299505891,8.69426285256569,39659,99.05754599541935,28832,81.26988466296854,0.27174286015310567,71.02715707188968,24.3887372975945,12.332435368994654,8.47798415453767,27133,9571,9925,8285,-1109,1403,10266,-2102,7.962298029395318,8.486090757774798,11.705597696180508,52.644038045597945,6.41956856756898,66.11913393995142,17.429923902818647,21.94781758081113,1.7806675882122036,19.075754581667116,7.346662494374315,22.140045697335303,16.77590247014142,6.343700068634144,3.110123228132412,68.12315854814683,74.9090817670522,72.27186299283866,67.0848536894871,59.19473170471381,65.77668968668948,73,11.381530642316989,4053,5.911768583628437,4.647482829788235,9.788687742524063,50.40582955911099,0.6701469386253063,-3.783925960959442,-0.006790044841326726,4.080366631071456,95.97894879334179,0.32331650155288977,6.072022406579466,1.7122307077991965,2.15743445982958,2.3853962667469086,2.2234456373947338,74.93782117697441,6.700439237420052,45.9004929476213,3,206,94.11002442546985,93.67594142507761,1.3496358935905013,72.62088187364677,1958,-0.6273181235665042,0.7683015300073675,60648,240837,152953,65290,447,411,796,123,371,22.201732431470802,29.35471438615351,12.642046027610467,82,21,33.41704735938837,60.956985489140564,47.2531049259029,91.10936389061021,85.4632267368216,-8.420320972508431,4211.458948232294,-1.4338675591081493,1,0
7,87399,2.736275546531807,2.190197169871343,89.55221601650264,-0.5131564272086433,2.690071669502654,7.998454896295071,21.037215023299023,10.843466485252812,11.893620819007339,40415,98.3061281606014,45121,80.30340969579544,0.42335894179428135,50.87568510684055,22.834507502144763,6.701756042890215,11.029304560745468,28609,5191,37034,13027,10926,-3777,9035,-241,6.393517914573828,1.5963019354075674,9.46099218584677,56.70092545258659,5.30501126949972,43.620102336914414,20.73368232226366,48.73900066155073,9.319595804419885,27.648242850701365,11.691212341646231,18.729585793396218,17.67593326038627,7.270483508159109,3.2886463667082504,96.1396291799883,89.61767049385944,73.05647300101725,82.71571768148424,69.89330915287438,70.78952537726303,-866,4.6767852146763484,3917,-0.27523498302968985,16.730800631576876,42.031304394032986,13.661746205060037,-0.07834603353367828,-0.41039023374225664,-0.4183608892648041,-0.39956553723266286,93.80476296395278,1.2412529819002276,7.01294018262465,5.362297903579443,1.9053558551377754,2.6083668787910343,2.361496404726794,76.68772361623482,6.2718885746896085,28.569429879113418,3,-153,95.01477787903528,91.3636421017745,9.640439121644636,50.47363690184265,1987,-1.053428336048127,-0.022988359163142014,17969,192559,79114,42384,292,349,501,159,435,21.64572085336713,15.418787445266693,11.96769072390729,230,3,1.6905513396740393,45.2510209952531,40.48226378535074,64.41479924141271,89.59792471527594,20.672119265592382,4838.378618983701,0.18704713910320309,1,0
8,30794,2.5305051937604772,2.443104813283088,64.7525995720184,0.1346014538049336,11.335295803857438,18.83819242658585,19.317595486855552,8.203515916597475,10.874941027856865,12184,101.2313362224615,16879,93.85624277086923,0.2038602799182661,70.69410345571195,38.99204281145028,0.9011377313192981,24.204539589159666,20462,12088,25034,22665,6854,23834,10276,-2248,9.83161521967281,4.058767092888156,14.485997894844886,65.19022828013523,8.210552066126064,68.68710791679895,27.33067779970218,10.250263768946146,15.9226788774021,25.466725882668868,10.995277483990629,20.72216706088027,4.463827148905666,6.219217331211245,2.6537098089860858,74.33189039300566,37.75689183902668,99.7339520950076,55.896969098208686,44.09696539347431,62.55744185610153,5350,3.774053408796627,929,4.925688257084509,6.789273998476249,10.904514330711223,34.06144036657714,-0.20068236603789966,-0.27475857041214885,-0.6450846575028486,0.21835749339805022,91.08329922872522,0.24100882990780792,1.164560576307271,4.906656919743912,2.2241686462798884,2.7797644158232178,1.9937716989617402,42.46218770213533,1.3706639994032797,69.93666497030847,3,-315,85.31301779199644,56.59002432357268,2.3517583689200947,63.479977936218596,1949,-0.3209485850394247,0.9149200623407998,70505,210095,51654,44185,346,551,432,116,578,33.63932652563057,21.232185507586525,11.351448754043405,0,9,4.470153220279247,64.43073233325376,35.51295338632781,77.20515723169098,48.20806931759914,45.147056152669975,3409.877530638274,8.097334643278018,0,0
9,27730,2.68691835865636,27.033598395139364,76.31934087898527,0.8529382381420021,0.8766440690491384,14.01233902320868,24.860838147582918,8.588535774007033,9.507046660073136,45896,-4.721406463822518,16210,65.59902035559749,0.002071280572703671,69.29455599804704,13.467456698616555,2.233773776424086,24.85532643165439,41078,18657,16776,7873,11313,4840,17353,-4506,21.240865755286798,7.1717875443455075,12.634626596094341,28.636406598221605,8.112680253813277,64.76340182816914,18.223722829981178,12.900418810839447,14.87026904613337,35.14595793636712,13.30981066810584,30.300382055407546,14.428143918190257,5.091000943354232,3.0693807954491765,78.73150904537562,64.25982164030728,93.19129638628273,92.02991439216275,59.15194228413653,69.83943857250053,751,3.1379967352062303,9560,17.76209931143046,1.499082039465364,6.857367546052901,47.824589462888966,-0.08865621132020543,0.42743886922549923,2.184183963587274,0.2225949947046853,95.6342242688608,5.502319332374195,18.508111127557623,1.3547674858894214,2.236811257326525,2.3864095969772947,2.0726857496121904,59.82802852465769,0.13227391752418782,54.68788143697675,3,529,95.79386612057891,53.56352207360743,1.299521486586322,37.0612179185501,1967,-0.07428953935160332,0.3275108983269368,103280,197098,57374,22153,232,327,790,131,338,24.455031430179016,21.80965514239662,12.741359904625916,12,20,17.005411409064113,77.12361035305989,49.54363322502576,88.272285923354,73.810227110828,35.73852114832964,797.2268601188848,-0.5487715296365845,0,0
