,population numeric,householdsize numeric,racepctblack numeric,racePctWhite numeric,racePctAsian numeric,racePctHisp numeric,agePct12t21 numeric,agePct12t29 numeric,agePct16t24 numeric,agePct65up numeric,numbUrban numeric,pctUrban numeric,medIncome numeric,pctWWage numeric,pctWFarmSelf numeric,pctWInvInc numeric,pctWSocSec numeric,pctWPubAsst numeric,pctWRetire numeric,medFamInc numeric,perCapInc numeric,whitePerCap numeric,blackPerCap numeric,indianPerCap numeric,AsianPerCap numeric,HispPerCap numeric,NumUnderPov numeric,PctPopUnderPov numeric,PctLess9thGrade numeric,PctNotHSGrad numeric,PctBSorMore numeric,PctUnemployed numeric,PctEmploy numeric,PctEmplManu numeric,PctEmplProfServ numeric,PctOccupManu numeric,PctOccupMgmtProf numeric,MalePctDivorce numeric,MalePctNevMarr numeric,FemalePctDiv numeric,TotalPctDiv numeric,PersPerFam numeric,PctFam2Par numeric,PctKids2Par numeric,PctYoungKids2Par numeric,PctTeen2Par numeric,PctWorkMomYoungKids numeric,PctWorkMom numeric,NumIlleg numeric,PctIlleg numeric,NumImmig numeric,PctImmigRecent numeric,PctImmigRec5 numeric,PctImmigRec8 numeric,PctImmigRec10 numeric,PctRecentImmig numeric,PctRecImmig5 numeric,PctRecImmig8 numeric,PctRecImmig10 numeric,PctSpeakEnglOnly numeric,PctNotSpeakEnglWell numeric,PctLargHouseFam numeric,PctLargHouseOccup numeric,PersPerOccupHous numeric,PersPerOwnOccHous numeric,PersPerRentOccHous numeric,PctPersOwnOccup numeric,PctPersDenseHous numeric,PctHousLess3BR numeric,MedNumBR numeric,HousVacant numeric,PctHousOccup numeric,PctHousOwnOcc numeric,PctVacantBoarded numeric,PctVacMore6Mos numeric,MedYrHousBuilt numeric,PctHousNoPhone numeric,PctWOFullPlumb numeric,OwnOccLowQuart numeric,OwnOccMedVal numeric,OwnOccHiQuart numeric,RentLowQ numeric,RentMedian numeric,RentHighQ numeric,MedRent numeric,MedRentPctHousInc numeric,MedOwnCostPctInc numeric,MedOwnCostPctIncNoMtg numeric,NumInShelters numeric,NumStreet numeric,PctForeignBorn numeric,PctBornSameState numeric,PctSameHouse85 numeric,PctSameCity85 numeric,PctSameState85 numeric,LemasSwornFT numeric,LemasSwFTPerPop numeric,PctUsePubTrans numeric,PolicCars numeric,PolicOperBudg numeric,unrelated_column_1,unrelated_column_2
0,4256,2.652871282906685,-1.5417513060553378,98.51875581990977,-0.02154554449347945,-0.3802353774580365,16.5691733957019,23.405103789862178,10.951531002367092,13.902638986388787,9104,2.1526004636991662,38359,85.22957648534296,1.448224745567933,43.62457600150447,35.78142777502281,5.514405952516185,25.996210690258582,40692,12813,13893,1846,6384,3029,10845,1276,4.7171891406490944,9.196798372852562,9.962918509614003,15.729937907345237,4.488255454113854,58.168257943885095,24.62754586782557,28.049393797707214,12.830641210118557,24.567877304860005,3.8940070781007803,23.933532392899387,7.723754740015995,10.811088709042671,3.0859190229673756,85.97437429433883,84.40152061197016,92.74421687166432,90.02084069022408,71.15280602781964,67.49014315262161,252,0.31970034812491643,-1092,0.9400990332638015,0.8996963981507173,-0.9966957173877109,-1.4909918592708102,0.13871618126684526,0.29831848291174234,-0.20064848713545824,-0.09877235974918641,96.92737874950252,-0.18818778343228992,3.429886327507506,2.4015017135853136,3.534133183365118,2.8976593717495107,2.1548226990705923,84.05785196017179,0.0929469827208611,9.585522463627608,3,354,95.14886993289724,85.83504541815417,1.2783107944491783,63.486730444527545,1961,-0.10346437481337079,0.28704566351118255,31141,48745,59622,26709,160,472,458,133,311,22.48935408793281,20.530291016771216,12.148858022455762,30,4,1.3338549539836202,73.09654310830888,70.31341504530108,80.88751829216785,94.61143486542534,9.316460887609562,2544.9701790383574,0.49765130018051296,0,1
1,24237,2.573315876004287,1.2361152003720401,92.82291322997969,2.9213307990332984,2.084201366673261,14.028342845041138,18.046713297903636,11.854718281494456,10.635421718417605,20738,100.19605614357884,47880,82.06657016344928,0.9289998563355791,72.79995082159887,15.886077643010786,1.545753347736593,12.534817155903786,77870,43521,32294,26179,11710,19717,10178,3546,4.3852987990961125,2.015443293012398,4.071922459203083,56.734141788602564,2.0867236659711383,68.08218484258953,10.090773407424644,30.778864279212826,7.170350510319643,48.70275653856464,2.704337421027765,33.147291233050325,5.521044266142691,7.484270299384056,2.9525378566762326,89.14878505435122,90.38523734934819,94.93696336099738,81.18665097344231,57.90653847665773,60.585654817281906,-453,0.3252407268078761,3335,22.259978949262244,42.06915220736772,24.01792816433413,37.47567371947296,1.3322133057714165,3.2618689138486956,2.9341000675341036,1.8011556674101878,70.87414804278724,2.4913292985070505,2.4571244986457197,2.913440689420441,2.5622480392778297,2.714769852731433,2.209650064270857,91.88645936625178,1.28634667078536,35.33418411284917,3,-204,95.6283653727208,90.34920106051554,0.508318129831861,30.057507868621578,1961,0.6579162755200589,0.22444549293578697,400624,455507,398312,234284,782,922,972,369,961,27.876479630614547,26.567155649486047,11.221157720436736,-5,-1,12.823281489429544,48.519845460317626,55.5864155211667,75.01581494806162,91.28478059067974,8.719238222337914,1902.6270773450058,13.580714885249645,0,1
2,49222,2.048275242321561,-0.45302092141093886,99.75929892716589,0.10724318563358937,-0.7945407240597562,11.74010979126105,23.81785132030654,8.53704393955266,16.041453897854424,89948,100.2629365774816,20661,65.90615050974246,0.6845499606327192,31.178734483367357,28.689353759496118,6.535695109396702,28.803323963791385,30509,11622,14535,-2954,20601,9339,8384,10684,23.087963878225448,10.997117951131594,19.124603119805723,27.756430784768185,4.2815135394948225,49.420031043431564,22.68455014695311,24.69874963290982,23.74113114301192,20.679820293767584,11.75540395705827,23.954085699145566,17.196191592572553,16.636277707012674,2.3878556976863905,82.7141225350213,79.72070505529562,73.72796348662436,66.14164271542276,74.75797570788643,72.95938667519412,693,0.8424034687998829,2816,15.738874571056938,8.161866329935668,30.21611101861535,22.79607045900032,0.25248925767549474,0.7704748741100529,-0.020408274553202488,0.7262851374049347,96.84657356752626,0.47272164703322317,2.3789482003646727,1.4876494888043925,1.740218983357556,2.250807630274397,1.9039164167359899,46.52595380252527,0.8694919229920164,67.34920038736199,2,380,89.98666179194676,55.62317956990874,1.5526265654888738,35.84195943284778,1943,3.3659116538053064,0.354898857848096,49837,40160,63460,26103,281,280,278,127,313,24.61355975499984,19.705944479143117,11.540833290920299,238,-2,1.4606650678631143,21.07146047993969,67.86820316234993,81.72068667605723,91.10671536698594,11.493931014401566,2398.3674454753022,0.9562507263966009,1,0
3,19105,3.9316949887022106,0.9133180206029294,47.00635480893952,1.1472180354143338,45.43488215908896,14.49415833433713,39.5779456689113,13.54281824729149,10.900545335607504,21501,100.69587687788537,32372,84.06611612145737,0.5778137666486507,22.447729330259087,19.36857257531577,13.781356809125523,14.619768711491869,35525,9001,10878,8806,22536,16120,8825,2841,9.986563476810742,38.33219100376237,26.417193063649975,7.304833038296312,4.374751061281941,69.24290855825937,26.12128296239032,15.561816355594596,27.222971753159726,19.370571376814425,5.1537139086609525,24.218022877718273,14.562171998592918,12.622563466523488,3.399314370842666,84.14232894927618,63.850935887389106,86.44877842517965,72.09988306331496,60.41091502603525,46.29148955360337,1321,2.4991879090301325,23465,15.40661948248406,24.063833068501246,32.56190930924907,39.59494424171322,6.727940230606276,5.398014519738988,3.591851095935443,15.260868453525305,46.566078180502394,11.839144468937654,14.177031753980977,12.16735732455162,3.8534595853030296,3.3337482062600348,4.216943277507686,33.83213882201316,22.414769752936394,73.27453182767556,2,440,96.79042123405011,54.27266170485233,2.7596204980304284,19.618492073095407,1981,2.3783474418434785,1.9637280796785466,128570,97053,178253,36376,538,617,530,144,522,28.008534403611087,23.723849365905302,11.53612661651385,49,9,33.23047413311429,49.259875025467025,51.96219104227698,72.81665666346626,86.67440724099015,7.2456279287403085,8659.695406852374,0.4218695296785378,0,1
4,48152,2.649454725059113,36.24898492332627,42.07418796581452,0.9434540470274855,73.21922119000334,16.97560488616233,28.993578705468526,13.568431813463054,10.307569042602282,90907,100.76620412024077,23229,81.00688134594235,0.46892397212426423,11.030220995484235,9.936760434638922,14.61594620868976,12.371351033343982,23691,12030,16185,7056,5017,17069,8627,8821,20.425503337253645,19.397807074847194,22.3020233265224,8.198289820394029,6.917671648317336,54.65989247464173,24.74199228175624,22.159845708740896,20.716171656913367,17.377508796352018,9.838559760823376,33.14543004853207,15.612248166100132,17.4017874548461,3.266820157159639,70.36885928761586,42.055139754400216,66.08653860906574,76.19007861089341,53.148915026392565,50.16292305953725,2285,11.85542042194339,21647,23.8629064160774,13.016806705659985,41.86919389837078,33.16192364070289,10.60937888498564,17.37626944353749,24.007036209693062,26.62353161078084,-9.976389368652278,27.375198624568416,6.866316395041778,5.467936894511986,2.3381587159761086,2.6276484576875316,3.0885379900311003,12.57485228692898,38.352668932921645,75.9541983257455,2,100,97.79992488742529,21.232250234808923,8.813979780131367,41.097456247685585,1951,6.069857518234896,2.0279262327352168,94434,273506,160164,104303,506,666,458,173,663,26.307054670319168,26.513650871018754,11.096640625521562,196,134,27.745462680199175,54.91840851583499,56.77044245114042,80.65020528686613,87.32427557212598,-2.3294549877164954,12595.391255613467,5.752563226415542,1,1
5,4237,3.0358882830877763,0.8260483181927654,62.408519192426006,0.38597806684130154,47.74263990184788,17.51559104196264,31.19286978720545,12.958411910692261,5.9761487589537134,-1437,-1.7568974899132224,20496,81.19502368833682,3.160056353447373,30.2002499345121,24.457420165139894,16.934538946821146,9.139069764623471,22491,7602,9947,3968,822,-580,4755,4554,39.36982780587245,19.845353479990536,18.209125994602168,18.14059959119522,7.7386020826830535,45.45030295698756,9.517937019738492,24.022841635885978,22.360936001174448,16.820899884982303,8.751078254996191,24.792296572471326,11.032388653192658,11.073302643102416,3.3877241058881125,80.51686864273584,76.97826858783853,80.55969345338036,82.19109529484687,62.630981761503094,60.73761479377433,839,3.1291092610209166,2371,11.88546538906567,53.944454250485265,46.54659062566641,48.13954863270571,5.724826112973062,3.9632335770008966,0.5890347517091276,10.63554847367599,12.281590302712125,2.457400630598979,4.879206894449706,6.981004477565259,2.98366999841345,2.951400248712778,3.2024542841227976,64.13733733126789,14.15351428172329,29.77324057529583,3,178,90.73297362553072,67.79903781237464,0.9924822757319254,72.18927004118875,1954,15.094257666183893,0.5513420078721126,34491,67685,28315,33626,168,251,326,171,260,34.359610351809614,15.0194052854596,11.701618971769076,13,8,26.03995774022536,73.64941976230253,52.2828812416788,75.34138663120547,93.21276382044599,43.8727176053251,1248.5704442456665,0.2210285972714961,1,0
6,23514,2.4387602950254244,3.273307872535039,94.1197311530327,1.7368377789155232,2.139893957491977,14.587970635605112,25.896851586481514,10.297978063963674,17.219871055766404,31122,98.5643202336179,27585,78.40678032836394,0.5656680644640889,44.395117599683694,17.744669056434645,8.729222067690849,26.504463558131484,29361,18499,12676,9846,-1334,4669,11106,3714,8.650721395708551,16.124399598183697,21.85152128722625,11.249007841860443,3.5363533742294626,54.66027045134989,26.23667046639476,15.597707848301791,38.00603150895453,25.197762358234343,11.440739534191712,23.251074281531118,9.15045274196958,13.95611977450712,3.160991645360009,77.73352828365138,71.33970129193322,80.2700721446429,80.08752005733365,78.24513158398231,75.74096682628941,447,1.3293465795945707,2892,24.520743546289978,19.258245525091898,26.694977248996796,34.199383918391746,0.3662428125380872,3.4899763566084046,0.5679775379874946,2.6912429231112354,93.4806768953193,0.6194777475045335,4.563106767042003,2.906241607116898,2.5943664795756467,2.415696531320083,2.218889407014596,84.14438270277392,1.5256365522594106,55.87062568669865,3,-264,95.83014527851213,71.97141066817544,-0.11102723645949464,21.1543711025231,1953,8.651137918180435,0.4477836536610911,35413,51024,51614,21812,296,370,374,126,309,25.962896935128462,18.558641241503842,11.3824035536607,7,0,1.4458868779808873,56.546830744761955,66.1964755619024,81.98456354767139,91.90079138137132,6.432542158193733,4455.080330734828,0.69036254260629,0,1
7,13142,2.6448743049360712,1.4363960444643653,86.3321319702268,2.4617041706131833,10.090123148730962,12.731110340266238,21.350523430654913,12.246946167662127,5.824538761305107,7492,100.5113429075957,45475,90.44125978209823,0.3030276503660659,45.17796895473413,12.85508533692259,2.203608040157948,21.680344379147513,52648,20296,23022,11462,14756,11676,15349,631,1.978830968730267,3.9486636693694717,11.678663298744194,26.080810343948144,3.311004337787813,54.17703461542193,17.29998737316475,19.65324735953411,9.558570951567319,27.748396230881113,5.707733948111148,21.970036408161143,5.749148486099866,6.602408925056536,3.3879943470954688,89.3388551865873,89.61222203962316,91.33269391349704,94.56360890725733,56.91192999214529,63.30914180449862,-49,0.32618701589209786,2161,1.3967425358980208,27.87494319256679,3.8050336350026868,8.201525156813135,0.5386929883004798,3.3986776518665285,0.48609909455025735,2.408607011203748,88.92309520250143,2.182794247090926,7.06436387956881,6.933123528906505,2.8577342833552084,2.9231633269085924,3.4927103942108904,89.86834934539817,6.142000778580829,13.385188325873013,3,-24,92.08133078566226,93.37662793729469,0.06208965324380222,40.07249738462403,1984,1.0545496096762814,0.06505554022867571,247413,54559,73902,28714,334,638,817,165,630,27.5663630732348,22.73430215474572,11.534801834274958,-9,2,12.163242637233619,24.895997312289083,62.57156588345933,70.70229656180926,94.63245910416187,11.972927507941613,3171.4306374220578,7.759397538424672,1,0
8,16177,2.4119862503718656,0.5559964496651011,97.21866255033794,0.13360838691602328,-0.5336232026219825,11.972988866857836,22.137741034163984,10.333504397954968,20.277677376389537,15822,-0.09387728524442177,22863,72.69109424173011,0.5911042792651386,27.849485796684398,26.573888834498444,8.987857290654384,18.26814642424027,21910,17510,12839,7867,18147,32482,13237,3139,14.249972282502313,18.599053354274886,31.809311054085025,18.135256830422776,6.538067837164791,59.31350448164667,32.26438392141569,24.278690580230418,21.30774105832713,33.4590345629288,10.655860440751468,27.196551531035293,13.046888352913301,14.91451382884927,2.941195064727492,79.3085918565395,72.49884421105217,63.95056949883917,78.07552529500431,75.02971410247619,66.66881793525702,503,2.050634218293905,1450,4.584547502725364,14.407537636339654,24.497494299424556,10.804501280616774,0.1826913725223625,0.48505514431734026,0.37608976157219826,0.4583026878464882,94.50846561460752,0.3117350009972229,4.261803667685771,2.2374274986878637,2.2314367687903083,2.505333616269403,1.9929212048851859,86.87152638951508,0.810785452882343,41.360407225295695,3,381,94.05156758960588,68.02477589509294,4.405454367284408,43.6545878688247,1943,9.589331196444633,0.44931145651600785,47279,52186,56359,36513,194,209,484,156,301,24.81273547112563,17.58946601232213,14.983142037419423,8,5,1.9748895196213767,86.31787728625332,52.20541512118464,75.97393863091727,93.26988234690903,16.881817757471214,1433.1495896653773,0.6528604621014551,0,0
9,47044,3.0162123227186255,0.48198954654168147,77.59030258010318,0.54385420995326,78.97783568457615,12.861557957654776,24.935443569038085,14.115702774421951,16.69411403169257,91442,99.11571218164453,41354,74.71193199222427,0.5986125947137201,37.640427371400065,30.572950683119263,6.170735594307992,14.457773869728067,22523,12077,16347,10462,13839,18314,2222,7950,14.086093147359986,25.063839247022578,36.21671531462975,13.373150924671448,12.729603034788635,22.588715561209135,14.404073493436552,18.983514458933854,18.34432808584513,20.693986452036395,9.61166493735609,32.33151974189438,13.212509618699709,12.839981336439546,3.0396817961216125,72.16713425230125,67.35701902140474,76.73791118514579,87.97540258505005,53.10580384978373,62.51243584438509,1930,2.5176122610913003,18151,21.39986716336487,20.732214080992243,8.221316399026524,8.257280812412247,4.897880293218545,7.611655973287522,4.332243424989502,29.812579675652586,30.95995537963904,3.9591194286155633,15.860127959518664,7.550763219810818,3.3694599902113453,3.0912700626965455,3.576052230842158,52.70184493800915,12.483697063513642,70.85582610018395,2,604,92.40487477981321,54.90424230470816,2.0352481057210383,25.82889158050108,1975,6.4599367022982275,1.0648873020596479,78029,181845,93862,39330,487,431,521,141,696,25.366011131578116,24.462107129178182,11.095821226526258,169,2,28.203400353128405,32.992932033979315,52.74122611037867,81.45245310784016,91.62323437062945,9.963889211517694,4140.745371242668,4.027452570718523,1,0
