Gender,ForeignWorker,Single,Age,LoanDuration,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,JobClassIsSkilled,CheckingAccountBalance_geq_0_lt_200,CheckingAccountBalance_geq_200,CheckingAccountBalance_lt_0,SavingsAccountBalance_geq_100_lt_500,SavingsAccountBalance_geq_500,SavingsAccountBalance_lt_100,YearsAtCurrentJob_geq_1_lt_4,YearsAtCurrentJob_geq_4,YearsAtCurrentJob_lt_1
0.4958174221845259,0.2400313940660727,-0.13094023472317598,0.026882773922350264,0.14165015586896854,-0.38198507494124595,0.4045803901068352,0.21337586470748812,0.14710085515866253,-0.49748457131908014,-0.15569352560840305,-0.8009051091778335,-0.0630322772896986,-0.2896443216057092,-0.8624611752013734,-0.15064840962237122,-0.3197490762394846,0.014909401300334395,0.2495322234737425,0.11674828180944827,0.09277980491891888,-0.1244705296438965,-0.1339582093260265,-0.04621252942619501,-0.34765389652872486,-0.6179745623211267,0.20836748336360653,-0.24230039091166883,0.17555809845344733,0.009125884527742234,0.07706293584479891
-0.17611495349543185,0.00038639876032344253,-0.42058854477368113,-0.20538406397860756,0.44187680243699995,-0.11018241275241294,-0.2179845363639983,0.21795748914422908,-0.02858550466497428,-0.3630930724646882,-0.29427516218981614,0.11407313790670087,0.12331177838833417,0.12111344630478772,0.2533065212944843,0.3516131932046357,-0.1649905834210652,0.2981392350766207,-0.28995884943626626,-0.26943967120692563,0.020230576395087584,0.12994379316085394,0.26259175475028673,0.12417849435905731,0.2129806098386032,0.10371471693521929,-0.024084952178405936,0.07028150343221612,0.17669463166458232,0.4387738387176416,0.08772920508395707
-0.12215525862063908,0.5476642604874297,0.4085566480866919,-0.08458608735724714,0.00978867174236541,0.3194811782135068,-0.19682586070691802,0.25785861313882236,-0.6017782480938997,0.5425024026957931,-0.30180521798691023,0.1354077783269183,0.5186438663850154,0.30171972557009813,0.37763901233789415,-0.036210979895447665,-0.3380979146482896,-0.37762219300423144,0.28715506184539547,-0.39311992481954,0.23017059529585962,0.039789096691510005,0.10337875159252477,-0.01198945734139695,0.08834338627023233,-0.2809307817051817,0.3019145837436159,0.32766805525679404,-0.1762018218761727,-0.1282236423496732,-0.20871288106637803
0.389202088527623,-0.016464492742981736,-0.1874604841193404,0.3566799927165988,0.39909877569389335,0.2195387697499567,0.1125473811638178,0.16572363171287965,-0.15509684197032364,-0.23736774318532036,-0.3254913468886264,0.10915921043065563,-0.21534715537264842,0.18611838551152038,-0.20151925828822298,0.29809748329447,-0.2186325345897016,-0.18766922718996581,0.3963805189073051,0.3085442797188819,0.4199321231650161,-0.23418679319387664,-0.4329671862836316,0.014738722063328224,-0.37900362930303544,0.33585529942142234,-0.2090410953352912,-0.05353497803957017,0.13296368107985027,-0.46605459542572536,0.5069936699507838
0.29577774861225825,0.029891445502329347,-0.500214252431232,-0.04460988090908277,0.24115570832689145,0.07647912888922262,-0.19235879076145665,-0.10582204859922156,0.015424636120996114,-0.00975674528009988,0.14549201409617107,0.5248159950335853,0.23701430849012786,0.4686543772608022,0.28231251116523987,0.29097394041912356,-0.18485803687393923,0.3743485388088868,0.28446222983821606,-0.16932486690856716,-0.1329424549643608,-0.4253866949707714,0.06933787461670465,-0.07204685978911485,0.3713418224361666,0.31321400128310845,-0.2402085517768331,0.2346792585514767,0.361465553333366,0.1694820155730184,0.21709232795893715
-0.3443580832194361,-0.5746149105460527,-0.4168164227835175,0.3583302925557826,0.03595426196389324,-0.5367009803319164,-0.2470874928920223,0.24762381426466004,0.2436093218169889,0.2522164464564879,0.10476130527703932,0.3327182966770389,0.09622999748400098,-0.2001956322400593,-0.06547068681712043,-0.34239260527869825,0.1095178648133506,-0.4648174810052811,-0.21863597027484327,0.12231249850053576,-0.3860900442483209,-0.3533350944053048,0.7167077926364612,-0.40229693867220884,0.03073970163106911,-0.12976790278714984,0.30062090206133724,-0.29048049368417816,-0.3632077267608266,-0.11133706260999425,0.42570816865832595
-0.13620597392762837,0.4619231502713793,0.2000100196166454,-0.03770719855789311,0.1129618444866082,-0.13029033920998118,-0.3661436353872752,0.29780448825381856,0.3082614181677197,-0.8743291494712954,0.18172790666411717,0.7239532479722219,0.09678816330783112,-0.09099079772385142,-0.2586950164716829,-0.27593542002214366,-0.18453516420970492,-0.12748431886334688,0.3091484120426358,-0.36271238109351844,-0.12734314043764955,-0.35597339752426116,-0.026745862629747225,0.1054656258353989,-0.29226909255954736,0.1368354962111293,-0.31313175375776303,-0.022687598225259214,-0.1380984380513567,-0.3394641699856263,-0.4553429228111191
0.046775860796557205,-0.0774076641702828,0.5444539212788047,0.2839468336821283,-0.25806637632467594,-0.3739645993885019,0.17067675415509928,-0.5203410605432294,-0.33138899040095815,-0.031611243082889595,-0.034105082899940235,0.1952233477234434,-0.11607569465497437,-0.4679449902286305,-0.5068436054479196,0.25903199396074683,0.23795261115930133,-0.28469161689675704,0.18064063877665007,-0.29646974258233255,-0.32414685245969116,-0.31781737982225616,0.4764840165223994,0.4902916758784033,-0.3864548294687595,-0.03600120863858845,0.3348093148008524,0.1487994614597367,0.4971701165294645,-0.005465999741893059,-0.05247305682548938
0.012949620635612471,0.20598348806943462,-0.2974157850887109,0.06058642911848142,0.5626461736393826,0.6840003079075248,-0.15323341675468405,-0.4459144697359423,-0.20836727211856435,-0.04926940159191643,0.22338022049561768,0.11812380009068885,-0.2743849969161216,0.21127284076248667,0.16849530379828023,-0.2650113042118956,0.6968389657355846,0.1327487773056142,-0.46923182705129984,-0.26116994300078666,-0.23682897516183413,0.38473035543653145,-0.2086137020225776,-0.07940960393975278,-0.5550212016478918,0.046028926703564184,-0.3957354063838941,0.2613733450765852,-0.03014276769185455,0.32627406103096246,-0.4792140454351711
-0.07389974213201991,-0.09194657109692173,-0.4201662128485551,-0.352737878250003,0.7371003807812512,-0.10074201821190205,-0.18230955837804944,0.48487060795106296,-0.1939056265867149,-0.5384313163444762,-0.14656598841862345,0.5150849760306381,-0.170126757230543,-0.1663955236449587,-0.3950385079555792,-0.4092481805827603,0.4526619748653097,0.28673663553456824,0.22824323885073297,-0.6046251276758076,-0.0834335485400471,0.3870507197981705,-0.016145264236830367,0.23347498214122905,-0.29930203257560906,-0.24940638931180534,-0.16602474409650247,0.24663916579560524,-0.06299661979290773,0.2603664466835102,0.5152792482798727
